page	access#	AVF	wr_ratio	wr#	rd#	mean_AVF	page_wr_ratio
12954820911	23	11.225487843212703	0.0	0	23	0.4880646888353349	0.0
12954820912	64	31.27336368958423	0.0	0	64	0.4886463076497536	0.0
12954820913	33	16.333578546622267	0.0	0	33	0.4949569256552202	0.0
12954820914	64	31.323620304905816	0.0	0	64	0.4894315672641534	0.0
12954820915	64	31.372880199681905	0.0	0	64	0.49020125312002977	0.0
12954820916	64	31.423704361184306	0.0	0	64	0.4909953806435048	0.0
12954820917	64	31.47369654621965	0.0	0	64	0.491776508534682	0.0
12954820918	64	31.523581638168515	0.0	0	64	0.49255596309638305	0.0
12954820919	64	31.572492890693862	0.0	0	64	0.4933202014170916	0.0
12954820920	64	31.623209157091058	0.0	0	64	0.4941126430795478	0.0
12954820921	4	2.018960948907021	0.0	0	4	0.5047402372267552	0.0
12954820922	64	31.68208082150116	0.0	0	64	0.4950325128359556	0.0
12954820923	64	31.73255846374354	0.0	0	64	0.4958212259959928	0.0
12954820924	64	31.782289379389898	0.0	0	64	0.49659827155296715	0.0
12954820925	64	31.832839675091847	0.0	0	64	0.4973881199233101	0.0
12954820926	64	31.883609346499583	0.0	0	64	0.498181396039056	0.0
12954820927	64	31.935667390197615	0.0	0	64	0.49899480297183774	0.0
12954820928	64	31.98734452218627	0.0	0	64	0.49980225815916046	0.0
12954820929	64	32.03807333781739	0.0	0	64	0.5005948959033967	0.0
12954820930	15	7.516786416709201	0.0	0	15	0.5011190944472801	0.0
12954820931	43	23.92740560676183	10.0	10	33	0.7250728971746009	0.30303030303030304
12954820932	12	6.0174312633403435	0.0	0	12	0.501452605278362	0.0
12954820933	64	32.123149878472944	0.0	0	64	0.5019242168511397	0.0
12954820934	29	14.715998570142176	0.0	0	29	0.5074482265566268	0.0
12954820935	64	32.17357991854603	0.0	0	64	0.5027121862272818	0.0
12954820936	64	32.222367094059294	0.0	0	64	0.5034744858446765	0.0
12954820937	64	32.27305099664268	0.0	0	64	0.5042664218225419	0.0
12954820938	64	32.32338427551739	0.0	0	64	0.5050528793049592	0.0
12954820939	64	32.37347147618102	0.0	0	64	0.5058354918153284	0.0
12954820940	64	32.42273490927493	0.0	0	64	0.5066052329574208	0.0
12954820941	64	32.47257782447519	0.0	0	64	0.5073840285074248	0.0
12954820942	8	4.0628416098440345	0.0	0	8	0.5078552012305043	0.0
12954820943	19	9.6552871219903	0.0	0	19	0.5081730064205421	0.0
12954820944	64	32.55972329033554	0.0	0	64	0.5087456764114928	0.0
12954820945	64	32.61096294470699	0.0	0	64	0.5095462960110467	0.0
12954820946	64	32.66093073893805	0.0	0	64	0.510327042795907	0.0
12954820947	64	32.71432376636666	0.0	0	64	0.5111613088494791	0.0
12954820948	64	32.76602113753332	0.0	0	64	0.5119690802739582	0.0
12954820949	64	32.817562350939525	0.0	0	64	0.5127744117334301	0.0
12954820950	64	32.867387527373	0.0	0	64	0.5135529301152031	0.0
12954820951	64	32.918627228922034	0.0	0	64	0.5143535504519068	0.0
12954820952	22	11.392206680410123	0.0	0	22	0.5178275763822783	0.0
12954820953	2	1.0298810941214718	0.0	0	2	0.5149405470607359	0.0
12954820954	1	0.5149282337146681	0.0	0	1	0.5149282337146681	0.0
12954820955	27	13.908698803430543	0.0	0	27	0.5151369927196497	0.0
12954820956	64	33.004562920325625	0.0	0	64	0.5156962956300879	0.0
12954820957	64	33.05416669241775	0.0	0	64	0.5164713545690274	0.0
12954820958	64	33.102870457985226	0.0	0	64	0.5172323509060192	0.0
12954820959	64	33.154180548470414	0.0	0	64	0.5180340710698502	0.0
12954820960	64	33.20629025160883	0.0	0	64	0.5188482851813879	0.0
12954820961	64	33.257441683922266	0.0	0	64	0.5196475263112854	0.0
12954820962	64	33.30692449272199	0.0	0	64	0.5204206951987811	0.0
12954820963	57	29.706605751615836	0.0	0	57	0.5211685219581725	0.0
12954820964	5	2.9457419718045132	0.0	0	5	0.5891483943609026	0.0
12954820965	12	6.7157688625482885	0.0	0	12	0.5596474052123573	0.0
12954820966	2	1.0433806730380604	0.0	0	2	0.5216903365190302	0.0
12954820967	11	5.860744783823642	0.0	0	11	0.5327949803476039	0.0
12954820968	5	2.7105657425822822	0.0	0	5	0.5421131485164564	0.0
12954820969	5	2.710571309535677	0.0	0	5	0.5421142619071354	0.0
12954820970	3	1.5719840334115336	0.0	0	3	0.5239946778038446	0.0
12954820971	5	2.7106000406765016	0.0	0	5	0.5421200081353004	0.0
12954820972	2	1.0502145801056995	0.0	0	2	0.5251072900528497	0.0
12954820973	3	1.5856077836953653	0.0	0	3	0.528535927898455	0.0
12954820974	64	33.883516595394724	0.0	0	64	0.5294299468030426	0.0
12954820975	64	33.44333994935866	0.0	0	64	0.522552186708729	0.0
13875226028	64	25.916001655555313	0.0	0	64	0.40493752586805176	0.0
13875226029	64	25.97721346902672	0.0	0	64	0.4058939604535425	0.0
13875226030	1	0.405476834798252	0.0	0	1	0.405476834798252	0.0
13875226031	64	26.028956555259818	0.0	0	64	0.40670244617593465	0.0
13875226032	64	26.080719173007363	0.0	0	64	0.40751123707824005	0.0
13875226033	64	26.132827696706514	0.0	0	64	0.4083254327610393	0.0
13875226034	64	26.185442247033738	0.0	0	64	0.40914753510990215	0.0
13875226035	64	26.236358970930738	0.0	0	64	0.4099431089207928	0.0
13875226036	64	26.285940097788732	0.0	0	64	0.41071781402794894	0.0
13875226037	64	26.336960376454364	0.0	0	64	0.41151500588209944	0.0
13875226038	22	9.065442556518612	0.0	0	22	0.412065570750846	0.0
13875226039	6	2.4874822571052135	0.0	0	6	0.41458037618420224	0.0
13875226040	2	0.8247752354361304	0.0	0	2	0.4123876177180652	0.0
13875226041	1	0.41238240459645414	0.0	0	1	0.41238240459645414	0.0
13875226042	1	0.4124042006343213	0.0	0	1	0.4124042006343213	0.0
13875226043	55	22.701365644434055	0.0	0	55	0.41275210262607376	0.0
13875226044	12	4.979479879544338	0.0	0	12	0.41495665662869485	0.0
13875226045	64	26.463497840423088	0.0	0	64	0.41349215375661075	0.0
13875226046	64	26.513020184027447	0.0	0	64	0.41426594037542885	0.0
13875226047	64	26.563658277189262	0.0	0	64	0.4150571605810822	0.0
13875226048	64	26.617631871808353	0.0	0	64	0.4159004979970055	0.0
13875226049	64	26.66879722150525	0.0	0	64	0.41669995658601955	0.0
13875226050	64	26.719412669432927	0.0	0	64	0.4174908229598895	0.0
13875226051	64	26.769704196157168	0.0	0	64	0.41827662806495575	0.0
13875226052	5	2.094234792298148	0.0	0	5	0.4188469584596296	0.0
13875226053	29	12.14686986486881	0.0	0	29	0.4188575815472003	0.0
13875226054	9	3.820500475715039	0.0	0	9	0.42450005285722653	0.0
13875226055	2	0.8384448894966827	0.0	0	2	0.41922244474834136	0.0
13875226056	1	0.4192101314022736	0.0	0	1	0.4192101314022736	0.0
13875226057	2	0.8453887674826515	0.0	0	2	0.42269438374132573	0.0
13875226058	6	2.515764078742574	0.0	0	6	0.41929401312376235	0.0
13875226059	64	26.863591619999013	0.0	0	64	0.4197436190624846	0.0
13875226060	17	7.191532116626919	0.0	0	17	0.4230313009780541	0.0
13875226061	64	26.914021141118834	0.0	0	64	0.4205315803299818	0.0
13875226062	64	26.963670628277395	0.0	0	64	0.4213073535668343	0.0
13875226063	64	27.01480710530077	0.0	0	64	0.4221063610203245	0.0
13875226064	64	27.067687501241362	0.0	0	64	0.4229326172068963	0.0
13875226065	64	27.119391901866116	0.0	0	64	0.42374049846665807	0.0
13875226066	64	27.169229061402696	0.0	0	64	0.4245192040844171	0.0
13875226067	64	27.22010124967252	0.0	0	64	0.42531408202613313	0.0
13875226068	13	5.53567037182012	0.0	0	13	0.4258207978323169	0.0
13875226069	2	0.8522367334664904	0.0	0	2	0.4261183667332452	0.0
13875226070	9	4.375635275481397	0.0	0	9	0.48618169727571076	0.0
13875226071	33	14.070001278040406	0.0	0	33	0.4263636750921335	0.0
13875226072	64	27.326258899282152	0.0	0	64	0.4269727953012836	0.0
13875226073	17	7.308948787944509	0.0	0	17	0.4299381639967358	0.0
13875226074	64	27.37621338943816	0.0	0	64	0.42775333420997125	0.0
13875226075	64	27.42661748184714	0.0	0	64	0.42854089815386154	0.0
13875226076	64	27.478520500046386	0.0	0	64	0.4293518828132248	0.0
13875226077	64	27.52865605772044	0.0	0	64	0.43013525090188187	0.0
13875226078	64	27.579163752075633	0.0	0	64	0.43092443362618177	0.0
13875226079	64	27.62853380648034	0.0	0	64	0.43169584072625533	0.0
13875226080	51	22.054985411987342	0.0	0	51	0.432450694352693	0.0
13875226081	10	4.370581755593479	0.0	0	10	0.4370581755593479	0.0
13875226082	2	0.872895555981307	0.0	0	2	0.4364477779906535	0.0
13875226083	1	0.4329942382504141	0.0	0	1	0.4329942382504141	0.0
13875226084	1	0.4330056080450591	0.0	0	1	0.4330056080450591	0.0
13875226085	1	0.43300598546562824	0.0	0	1	0.43300598546562824	0.0
13875226086	2	0.8660551855864217	0.0	0	2	0.43302759279321085	0.0
13875226087	2	0.86605594042756	0.0	0	2	0.43302797021378	0.0
13875226088	1	0.4330495775413626	0.0	0	1	0.4330495775413626	0.0
13875226089	53	22.969064911761663	0.0	0	53	0.4333785832407861	0.0
13875226090	17	7.426356353990866	0.0	0	17	0.43684449141122744	0.0
13875226091	64	27.783016999069616	0.0	0	64	0.43410964061046275	0.0
13875226092	64	27.83282292705409	0.0	0	64	0.43488785823522014	0.0
13875226093	64	27.883471163393715	0.0	0	64	0.4356792369280268	0.0
13875226094	64	27.934802530963466	0.0	0	64	0.43648128954630416	0.0
13875226095	64	27.985177986586752	0.0	0	64	0.437268406040418	0.0
13875226096	64	28.037369542811117	0.0	0	64	0.4380838991064237	0.0
13875226097	64	28.087979565318122	0.0	0	64	0.43887468070809565	0.0
13875226098	30	13.184090609620554	0.0	0	30	0.43946968698735184	0.0
13875226099	37	22.733152146298785	0.0	0	37	0.6144095174675347	0.0
13875226100	3	1.319676354313561	0.0	0	3	0.43989211810452034	0.0
13875226101	1	0.4399404751149399	0.0	0	1	0.4399404751149399	0.0
13875226102	5	2.2068880857903372	0.0	0	5	0.44137761715806745	0.0
13875226103	1	0.4400309145188173	0.0	0	1	0.4400309145188173	0.0
13875226104	1	0.4400470020705764	0.0	0	1	0.4400470020705764	0.0
13875226105	1	0.44004737949114553	0.0	0	1	0.44004737949114553	0.0
13875226106	2	0.8801410401795804	0.0	0	2	0.4400705200897902	0.0
13875226107	1	0.44009403810900405	0.0	0	1	0.44009403810900405	0.0
13875226108	52	22.901760775463405	0.0	0	52	0.44041847645121934	0.0
13875226109	17	7.545186701227699	0.0	0	17	0.44383451183692346	0.0
13875226110	64	28.233479204810724	0.0	0	64	0.44114811257516756	0.0
13875226111	64	28.283188843372486	0.0	0	64	0.4419248256776951	0.0
13875226112	64	28.336394953264257	0.0	0	64	0.442756171144754	0.0
13875226113	64	28.38992814525672	0.0	0	64	0.4435926272696363	0.0
13875226114	64	28.44026383018753	0.0	0	64	0.44437912234668014	0.0
13875226115	64	28.491004770454463	0.0	0	64	0.445171949538351	0.0
13875226116	64	28.541726745337773	0.0	0	64	0.4459644803959027	0.0
13875226117	33	14.737544897125293	0.0	0	33	0.4465922696098574	0.0
13875226118	4	1.7878734110653012	0.0	0	4	0.4469683527663253	0.0
13875226119	7	3.3533016963686433	0.0	0	7	0.47904309948123475	0.0
13875226120	1	0.4470098454401439	0.0	0	1	0.4470098454401439	0.0
13875226121	8	3.8208634127698264	0.0	0	8	0.4776079265962283	0.0
13875226122	2	0.8940626224700261	0.0	0	2	0.44703131123501305	0.0
13875226123	1	0.44705287138502453	0.0	0	1	0.44705287138502453	0.0
13875226124	54	24.15827730721558	0.0	0	54	0.44737550568917744	0.0
13875226125	17	7.662432212317187	0.0	0	17	0.45073130660689337	0.0
13875226126	64	28.679076129172753	0.0	0	64	0.44811056451832426	0.0
13875226127	64	28.72811763897202	0.0	0	64	0.4488768381089378	0.0
13875226128	64	28.781276052339365	0.0	0	64	0.4497074383178026	0.0
13875226129	64	28.834469377109333	0.0	0	64	0.4505385840173333	0.0
13875226130	64	28.885071615317102	0.0	0	64	0.4513292439893297	0.0
13875226131	64	28.934512719143946	0.0	0	64	0.45210176123662416	0.0
13875226132	64	28.984561989040376	0.0	0	64	0.4528837810787559	0.0
13875226133	30	13.60459817140677	0.0	0	30	0.45348660571355903	0.0
13875226134	18	8.453782610375585	0.0	0	18	0.4696545894653103	0.0
13875226135	7	3.373832526132954	0.0	0	7	0.48197607516185054	0.0
13875226136	8	3.732934987938818	0.0	0	8	0.46661687349235226	0.0
13875226137	5	2.2696460026231673	0.0	0	5	0.4539292005246335	0.0
13875226138	64	29.07943405596948	0.0	0	64	0.4543661571245231	0.0
13875226139	18	8.238782010984542	0.0	0	18	0.45771011172136344	0.0
13875226140	64	29.130641723947708	0.0	0	64	0.45516627693668293	0.0
13875226141	64	29.179857602049918	0.0	0	64	0.45593527503202996	0.0
13875226142	64	29.231281532014247	0.0	0	64	0.4567387739377226	0.0
13875226143	64	29.28192811713889	0.0	0	64	0.45753012683029515	0.0
13875226144	64	29.335326569988183	0.0	0	64	0.45836447765606536	0.0
13875226145	64	29.385086877261372	0.0	0	64	0.45914198245720894	0.0
13875226146	64	29.436320445726146	0.0	0	64	0.45994250696447103	0.0
13875226147	14	6.44635148243487	0.0	0	14	0.4604536773167764	0.0
13875226148	6	2.8045780454549294	0.0	0	6	0.4674296742424882	0.0
13875226149	54	24.89664974611626	0.0	0	54	0.4610490693725233	0.0
13875226150	31	14.488710713880154	0.0	0	31	0.46737776496387595	0.0
13875226151	64	29.553705649603778	0.0	0	64	0.461776650775059	0.0
13875226152	64	29.602731024673727	0.0	0	64	0.462542672260527	0.0
13875226153	64	29.652536622415198	0.0	0	64	0.46332088472523747	0.0
13875226154	64	29.703086446341423	0.0	0	64	0.46411072572408474	0.0
13875226155	64	29.753138829957543	0.0	0	64	0.4648927942180866	0.0
13875226156	64	29.80294645633458	0.0	0	64	0.46567103838022783	0.0
16355949806	1	0.2757395992444606	0.0	0	1	0.2757395992444606	0.0
16355949807	1	0.2757763033948084	0.0	0	1	0.2757763033948084	0.0
16355949808	5	1.3858762523817005	0.0	0	5	0.2771752504763401	0.0
16355949809	6	1.8116449153688627	0.0	0	6	0.3019408192281438	0.0
16355949810	5	1.4669405764995402	0.0	0	5	0.29338811529990805	0.0
16355949811	4	1.1505465545205478	0.0	0	4	0.28763663863013694	0.0
16355949812	2	0.5518154330384436	0.0	0	2	0.2759077165192218	0.0
16355949813	4	1.1438553596056107	0.0	0	4	0.28596383990140267	0.0
16355949814	21	5.797375492846395	0.0	0	21	0.2760654996593522	0.0
16355949815	64	17.702299760342648	0.0	0	64	0.27659843375535387	0.0
16355949816	17	4.755858852821688	0.0	0	17	0.2797564031071581	0.0
16355949817	64	17.75299102262716	0.0	0	64	0.2773904847285494	0.0
16355949818	64	17.802605409672815	0.0	0	64	0.2781657095261377	0.0
16355949819	64	17.853973056794768	0.0	0	64	0.27896832901241825	0.0
16355949820	64	17.904370308455917	0.0	0	64	0.2797557860696237	0.0
