	page	access#	AVF	wr_ratio	wr#	rd#
2182056914802	34094639293	1	0.03605604651068678	0.0	0	1
3020838048259	47200594504	1	0.03613698328765924	0.0	0	1
3020838048260	47200594504	1	0.03613771907654081	0.0	0	1
2182056914678	34094639291	1	0.036836810487640405	0.0	0	1
3020838048363	47200594505	1	0.03700806534982531	0.0	0	1
3020838048407	47200594506	1	0.037883654118890976	0.0	0	1
1592635363426	24884927553	1	0.03792908908232778	0.0	0	1
1592635363424	24884927553	1	0.038013336909267295	0.0	0	1
1592635363425	24884927553	1	0.03801407269814887	0.0	0	1
1592635363423	24884927553	1	0.038014808487030434	0.0	0	1
1592635363422	24884927553	1	0.03811781893044992	0.0	0	1
1592635363421	24884927553	1	0.038181096774264754	0.0	0	1
1592635363418	24884927553	1	0.03820381425598316	0.0	0	1
1592635363417	24884927553	1	0.0382051938601361	0.0	0	1
1592635363419	24884927553	1	0.03821255174895178	0.0	0	1
3020838048487	47200594507	1	0.03831914916316891	0.0	0	1
3020838048488	47200594507	1	0.03831988495205048	0.0	0	1
3020838048542	47200594508	1	0.03854163332623297	0.0	0	1
3020838048636	47200594509	1	0.039051810941990034	0.0	0	1
3020838048682	47200594510	1	0.03953871923436752	0.0	0	1
3020838048683	47200594510	1	0.03953945502324909	0.0	0	1
2182056915326	34094639301	1	0.03966867794557443	0.0	0	1
1592635363441	24884927553	1	0.0398339545230966	0.0	0	1
1592635363442	24884927553	1	0.03984232412162443	0.0	0	1
1592635363440	24884927553	1	0.03984324385772639	0.0	0	1
1592635363439	24884927553	1	0.0398543726645601	0.0	0	1
1592635363434	24884927553	1	0.03996658046899919	0.0	0	1
1592635363436	24884927553	1	0.039971822964780364	0.0	0	1
1592635363435	24884927553	1	0.03997255875366193	0.0	0	1
1592635363437	24884927553	1	0.03998874610905642	0.0	0	1
3020838048766	47200594511	1	0.04008090366647279	0.0	0	1
3020838048799	47200594512	1	0.04025215852865769	0.0	0	1
3020838048800	47200594512	1	0.040252894317539256	0.0	0	1
2182056914711	34094639292	1	0.04034827095131248	0.0	0	1
2182056914719	34094639292	1	0.040352961605432475	0.0	0	1
3020838048880	47200594513	1	0.04069878237976934	0.0	0	1
3020838048881	47200594513	1	0.04070807171439913	0.0	0	1
2182056915376	34094639302	1	0.04090609089715106	0.0	0	1
2182056914822	34094639294	1	0.04132898555683215	0.0	0	1
3020838048943	47200594514	1	0.041517991325784875	0.0	0	1
3020838048942	47200594514	1	0.041548066696318955	0.0	0	1
2182056914918	34094639295	1	0.04171214761690858	0.0	0	1
3020838048965	47200594515	1	0.04188781721238288	0.0	0	1
3020838048966	47200594515	1	0.041888553001264456	0.0	0	1
3020838049054	47200594516	1	0.04225736717815031	0.0	0	1
3020838049055	47200594516	1	0.04225810296703188	0.0	0	1
3020838049145	47200594517	1	0.042501649086830816	0.0	0	1
3020838049146	47200594517	1	0.04251093842146061	0.0	0	1
3020838049165	47200594518	1	0.04287239470953078	0.0	0	1
3020838049166	47200594518	1	0.04287313049841235	0.0	0	1
3020838049267	47200594519	1	0.043394712841833716	0.0	0	1
3020838049268	47200594519	1	0.04339544863071529	0.0	0	1
3020838049338	47200594520	1	0.04355198771526883	0.0	0	1
3020838049374	47200594521	1	0.043803719486375216	0.0	0	1
3020838049375	47200594521	1	0.04380445527525678	0.0	0	1
3020838049446	47200594522	1	0.04394719831828093	0.0	0	1
