	Address
1592635365206	0.05513524
1592635365187	0.05527462
1592635364114	0.08055562
1592635365070	0.09277106
1592635365145	0.092876576
1592635365617	0.09324413
1592635365696	0.09327108
1592635365211	0.1055846
1592635365192	0.105783135
1592635364189	0.12617084
1592635365025	0.13337652
1592635365216	0.14137203
1592635365197	0.1416548
1592635364912	0.16560456
1592635364043	0.16619441
1592635365403	0.18312237
1592635365695	0.19581273
1592635365690	0.19581355
1592635364984	0.20759092
1592635365207	0.22076242
1592635365188	0.22090417
1592635364115	0.24597858
1592635365071	0.25880215
1592635365146	0.25890857
1592635365618	0.2592871
1592635365697	0.25931403
1592635365212	0.27209204
1592635365193	0.2722976
1592635364190	0.29791725
1592635365026	0.31021994
1592635365217	0.3226465
1592635365198	0.3228951
1592635365691	0.32293445
1592635365404	0.34854564
1592635364913	0.35995743
1592635364044	0.36064008
1592635365184	0.3729636
1592635364985	0.41053987
1592635365208	0.42360553
1592635365189	0.42375368
1592635364116	0.44970453
1592635365072	0.46223003
1592635365147	0.46233264
1592635365619	0.46269068
1592635365698	0.46271765
1592635365213	0.47536102
1592635365194	0.47556338
1592635364191	0.5009562
1592635365027	0.5131848
1592635365218	0.52637315
1592635365199	0.5266186
1592635365692	0.52666473
1592635365405	0.55177355
1592635364914	0.5637032
1592635364045	0.5643524
1592635365185	0.57691073
1592635364986	0.6145616
1592635365209	0.6275263
1592635365190	0.6276642
1592635363295	0.62776864
1592635363499	0.6277694
1592635363320	0.6278021
1592635363321	0.6278124
1592635365774	0.62781405
1592635363501	0.62781537
1592635363322	0.6278249
1592635363500	0.6278258
1592635365833	0.627828
1592635363494	0.6278296
1592635363323	0.6278352
1592635363495	0.62783605
1592635363497	0.6278483
1592635363324	0.6278579
1592635363325	0.62785876
1592635365935	0.6278827
1592635363326	0.6278835
1592635363491	0.6278843
1592635363483	0.6278956
1592635363327	0.6279062
1592635365952	0.62790704
1592635365934	0.6279079
1592635363480	0.62792265
1592635365953	0.62792903
1592635365954	0.62792987
1592635363481	0.62794465
1592635363482	0.6279455
1592635365955	0.62795186
1592635365956	0.6279527
1592635365958	0.6279652
1592635365957	0.6279747
1592635363493	0.62799025
1592635365959	0.6279975
1592635365960	0.62799835
1592635364036	0.6279995
1592635365615	0.62800413
1592635365688	0.62801147
1592635365961	0.62802035
1592635365242	0.6280226
1592635364981	0.6280234
1592635365068	0.62802726
1592635365143	0.62802804
1592635365400	0.6280383
1592635365962	0.62804735
1592635364040	0.62808186
1592635366021	0.6280827
1592635365963	0.6280992
1592635365964	0.62810963
1592635365965	0.6281274
1592635366138	0.62815803
1592635365999	0.62818116
1592635366010	0.6281943
1592635366196	0.62820727
1592635366197	0.6282081
1592635366198	0.6282205
1592635366199	0.62822133
1592635366221	0.62823504
1592635366139	0.6282676
1592635366323	0.62827283
1592635366336	0.62827814
1592635366438	0.628279
1592635366491	0.6282906
1592635366492	0.6282914
1592635366493	0.6283133
1592635365664	0.6283159
1592635366494	0.6283257
1592635365659	0.62832654
1592635366529	0.62832737
1592635366603	0.62834936
1592635366495	0.6283502
1592635366496	0.62835103
1592635366497	0.6283821
1592635366748	0.62838393
1592635366697	0.62838733
1592635366789	0.6284059
1592635366851	0.6284178
1592635366966	0.6284196
1592635367006	0.62843317
1592635366498	0.6284551
1592635367057	0.6284677
1592635366499	0.6284685
1592635366500	0.62846935
1592635366501	0.628481
1592635367153	0.628494
1592635365669	0.62850446
1592635365673	0.6285096
1592635365678	0.62851506
1592635367233	0.6285272
1592635367182	0.6285307
1592635365401	0.62865424
1592635366852	0.6286922
1592635366222	0.62869954
1592635365693	0.6287115
1592635365219	0.6287562
1592635365674	0.62880665
1592635366604	0.6289167
1592635366967	0.62891966
1592635366337	0.62892187
1592635366790	0.62892824
1592635365243	0.6289614
1592635367183	0.6289686
1592635365660	0.6290026
1592635365679	0.62905276
1592635366324	0.6291725
1592635366530	0.6291775
1592635366698	0.62919223
1592635367007	0.6292032
1592635367234	0.62921804
1592635365665	0.62923664
1592635366439	0.6294015
1592635366749	0.629413
1592635367058	0.629427
1592635367154	0.6294323
1592635364037	0.6294331
1592635365670	0.62950826
1592635366223	0.6296359
1592635366853	0.6296378
1592635365220	0.6296911
1592635365675	0.6297474
1592635366605	0.6298806
1592635366968	0.62988144
1592635366791	0.62989146
1592635366338	0.62989265
1592635365244	0.6299325
1592635367184	0.6299345
1592635365661	0.6299796
1592635365680	0.63003266
1592635366325	0.6301546
1592635366531	0.63015974
1592635366699	0.6301768
1592635367008	0.63018876
1592635367235	0.630205
1592635365666	0.63022345
1592635366440	0.6304032
