	Address
3365379404797	0.04819018
3365379404798	0.048731107
3365379404799	0.049297947
3365379404800	0.04985811
3365379404801	0.05042642
3365379404802	0.05097968
3365379404803	0.05154516
3365379404804	0.052131005
3365379404805	0.052701127
3365379401979	0.053013284
3365379404806	0.053319443
3365379404807	0.05386614
3365379404808	0.054428793
3365379404809	0.054958295
3365379404810	0.05551495
3365379404811	0.056063235
3365379404812	0.056615364
3365379402278	0.056934197
3365379402279	0.056986693
3365379402395	0.057036024
3365379400615	0.05703693
3365379402314	0.057038512
3365379402132	0.057063177
3365379402396	0.057101533
3365379402201	0.057114318
3365379402281	0.05712009
3365379402018	0.057130042
3365379402282	0.05717032
3365379402397	0.057179146
3365379402398	0.057216596
3365379402283	0.057219084
3365379402133	0.057220556
3365379402019	0.057224855
3365379402202	0.05726389
3365379402400	0.057273734
3365379402403	0.05731288
3365379404813	0.057326116
3365379404814	0.05788198
3365379402459	0.058233622
3365379402170	0.058234755
3365379402504	0.058238942
3365379402640	0.058276504
3365379402639	0.058287706
3365379400634	0.05828861
3365379402333	0.058290195
3365379402239	0.058293477
3365379404815	0.058485024
3365379404816	0.059028104
3365379404817	0.05959743
3365379404818	0.06013485
3365379404819	0.060708024
3365379404820	0.061249632
3365379404821	0.061816473
3365379404822	0.062354457
3365379404823	0.06290693
3365379404824	0.06344831
3365379404825	0.06399637
3365379404826	0.06454103
3365379404827	0.06507166
3365379404828	0.0656265
3365379404829	0.066152275
3365379404830	0.06671402
3365379404831	0.06724329
3365379404832	0.067798816
3365379404833	0.06833579
3365379404834	0.068888254
3365379402727	0.0690427
3365379402796	0.06909304
3365379403157	0.06909395
3365379403105	0.06909485
3365379403521	0.06917123
3365379403434	0.06917903
3365379404835	0.069484964
3365379403260	0.06965377
3365379403441	0.06969043
3365379404836	0.07005508
3365379404837	0.07061117
3365379404909	0.07119544
3365379401287	0.07134093
3365379404910	0.07174836
3365379404911	0.07230151
3365379404912	0.07285352
3365379404913	0.0733923
3365379404914	0.07396706
3365379404915	0.07449848
3365379404916	0.075058535
3365379404917	0.07559573
3365379404918	0.07614865
3365379404919	0.076685846
3365379404920	0.07723775
3365379404921	0.077780604
3365379404922	0.078322664
3365379404923	0.07887332
3365379404924	0.07940101
3365379404925	0.079961516
3365379404926	0.0804909
3365379404927	0.081049934
3365379404928	0.08159335
3365379404929	0.08214797
3365379404930	0.08268675
3365379404931	0.083242044
3365379404932	0.08378671
3365379404933	0.084332615
3365379404934	0.08488746
3365379404935	0.08541572
3365379404936	0.08597713
3365379404937	0.08650742
3365379404938	0.08706769
3365379404939	0.08759901
3365379404940	0.088151366
3365379404941	0.08868856
3365379404942	0.089244425
3365379404943	0.08978739
3365379404944	0.0903325
3365379404945	0.090882935
3365379404946	0.09141221
3365379404947	0.091970675
3365379404948	0.09250165
3365379404949	0.09306532
3365379404950	0.09359663
3365379404951	0.094148986
3365379404952	0.09468629
3365379404953	0.095239215
3365379404954	0.095778674
3365379404955	0.09632289
3365379404956	0.09687422
3365379404957	0.097400665
3365379404958	0.09796015
3365379404959	0.0984892
3365379404960	0.09904948
3365379404961	0.09958079
3365379404962	0.10013314
3365379404963	0.10067306
3365379404964	0.10122586
3365379404965	0.10176736
3365379403915	0.10222558
3365379403992	0.10225726
3365379405037	0.10229256
3365379404252	0.1023067
3365379405038	0.10267464
3365379405039	0.10320482
3365379405040	0.103773125
3365379405041	0.10430263
3365379405042	0.10486144
3365379405043	0.10540836
3365379405044	0.105977006
3365379405045	0.10651432
3365379405046	0.10706599
3365379405047	0.10761111
3365379405048	0.10815577
3365379405049	0.10870304
3365379405050	0.10923129
3365379405051	0.10978557
3365379405052	0.11031258
3365379405053	0.11086799
3365379405054	0.111395575
3365379405055	0.11194544
3365379405056	0.112492934
3365379405057	0.11304597
3365379405058	0.113585874
3365379405059	0.11413065
3365379405060	0.1146812
3365379405061	0.11521263
3365379405062	0.115766905
3365379405063	0.11629708
3365379405064	0.11685996
3365379401937	0.11727372
3365379405065	0.11742522
3365379405066	0.117975876
3365379405067	0.11851567
3365379405068	0.11906757
3365379405069	0.119609974
3365379405070	0.12015498
3365379405071	0.12070371
3365379405072	0.121233895
3365379405073	0.121794395
3365379405074	0.12233499
3365379405075	0.12289221
3365379405076	0.12342465
3365379405077	0.12397576
3365379405078	0.12451307
3365379405079	0.12506497
3365379405080	0.12560555
3365379405081	0.12615147
3365379405082	0.12670031
3365379405083	0.12723151
3365379405084	0.1277884
3365379405085	0.12831801
3365379405086	0.12887771
3365379405087	0.129407
3365379405088	0.12995811
3365379405089	0.1304961
3365379405090	0.131048
3365379405091	0.13158916
3365379405092	0.13213506
3365379405093	0.1326839
3365379405094	0.13321477
3365379405095	0.13377346
3365379405096	0.13430047
3365379405167	0.1347716
3365379405168	0.13519973
3365379405169	0.13575603
3365379405170	0.13628395
3365379405171	0.13684049
3365379405172	0.13737361
3365379405173	0.1379305
3365379405174	0.13847551
3365379405175	0.13902265
3365379405176	0.1395706
3365379405177	0.14011265
3365379405178	0.14066388
3365379405179	0.14119078
3365379405180	0.14174834
3365379405181	0.14227694
3365379405182	0.14283608
3365379405183	0.14336774
3365379405184	0.1439331
3365379405185	0.14447334
3365379405186	0.14502208
3365379405187	0.14556833
3365379405188	0.14611039
3365379405189	0.1466632
3365379405190	0.14719225
3365379405191	0.14775105
3365379405192	0.14828293
3365379405193	0.14884026
3365379405194	0.1493717
3365379401989	0.14942883
3365379402054	0.14948246
3365379401938	0.1495337
3365379401939	0.14953461
3365379402055	0.14958225
3365379400601	0.14958315
3365379401968	0.14958474
3365379401212	0.14958565
3365379401969	0.14960024
3365379401999	0.14960408
3365379402113	0.149606
3365379402085	0.14964266
3365379402305	0.14964628
3365379400606	0.14965409
3365379402182	0.14967118
3365379402115	0.14968702
3365379402091	0.1497239
3365379402184	0.14972538
3365379405195	0.1500967
3365379405196	0.15064725
3365379405197	0.15120865
3365379405198	0.15176475
3365379405199	0.15231925
3365379405200	0.15288348
3365379405201	0.15342227
3365379405202	0.15399113
3365379405203	0.1545255
3365379402295	0.15502582
3365379402023	0.15507323
3365379405258	0.15512516
3365379402412	0.15513454
3365379405204	0.15515164
3365379402143	0.15516566
3365379402029	0.15517709
3365379402319	0.15521838
3365379400620	0.15522721
3365379402430	0.15522811
3365379402212	0.15524429
3365379402460	0.15559265
3365379402466	0.15564369
3365379402506	0.15564945
3365379405205	0.15579835
3365379405206	0.15636428
3365379405207	0.15691528
3365379405208	0.15746593
3365379405209	0.15801218
3365379405210	0.15856555
3365379405211	0.15911655
3365379405212	0.15965477
3365379405213	0.16021232
3365379405214	0.16074105
3365379405215	0.16130267
3365379405216	0.16183433
3365379405217	0.16238736
3365379405218	0.1629267
3365379405219	0.16347556
3365379405220	0.1640218
3365379405221	0.16456386
3365379405222	0.16511509
3365379405223	0.16564277
3365379405224	0.16620034
3365379403110	0.16667485
3365379402728	0.16667633
3365379402550	0.16669193
3365379403162	0.16673991
3365379402833	0.1667408
3365379402797	0.16674171
3365379402356	0.16674262
3365379402729	0.16676831
3365379403163	0.16681582
3365379402798	0.1668173
3365379405225	0.1668182
3365379403111	0.16681911
3365379402551	0.16684456
3365379403112	0.16689514
3365379403164	0.16689831
3365379403113	0.16695024
3365379402730	0.1669517
3365379403166	0.1669903
3365379402834	0.16700171
3365379402799	0.16700308
3365379402357	0.1670042
3365379402846	0.16705082
3365379405226	0.16748619
3365379405227	0.16803232
3365379405228	0.16859667
3365379404182	0.16915502
3365379405344	0.16916928
3365379404253	0.16918138
3365379405345	0.16923648
3365379401291	0.16931999
3365379405346	0.16981645
3365379405347	0.17036009
3365379405348	0.17091562
3365379405349	0.17145914
3365379405350	0.17202881
3365379405351	0.17257857
3365379405352	0.17313273
3365379401292	0.17352861
3365379405353	0.17370579
3365379405354	0.17424548
3365379405355	0.17480463
3365379405356	0.17534329
3365379405357	0.17590074
3365379405358	0.1764333
3365379405359	0.17699029
3365379405360	0.17752522
3365379405361	0.17808017
3365379405362	0.17862134
3365379405363	0.1791703
3365379405364	0.17971689
3365379405365	0.18025622
3365379405366	0.18081424
3365379405367	0.18134159
3365379405368	0.18190888
3365379405369	0.18243974
3365379405370	0.18299934
3365379405371	0.18353608
3365379405372	0.18409465
3365379405373	0.18463446
3365379405374	0.18517958
3365379405375	0.1857248
3365379405376	0.18627806
3365379405377	0.18683359
3365379405378	0.18735981
3365379405379	0.18792336
3365379405380	0.1884532
3365379405265	0.188628
3365379402146	0.18865436
3365379402031	0.18865527
3365379402215	0.18869294
3365379400622	0.18870302
3365379402321	0.18870528
3365379402566	0.1887201
3365379405266	0.18874817
3365379405381	0.18910354
3365379402443	0.18911417
3365379402499	0.18916045
3365379402624	0.18921125
3365379402444	0.18926352
3365379402625	0.18933333
3365379402445	0.18934669
3365379402453	0.18951967
3365379402168	0.18952115
3365379402502	0.18952534
3365379402633	0.189563
3365379402237	0.18956448
3365379402454	0.18956561
3365379402332	0.18956651
3365379402634	0.18957715
3365379400633	0.18958008
3365379402169	0.18963677
3365379402635	0.18967433
3365379402238	0.18967581
3365379402456	0.18967682
3365379402503	0.18969153
3365379402636	0.18972796
3365379402637	0.18976824
3365379405382	0.18981881
3365379402461	0.18992235
3365379402171	0.18992381
3365379402505	0.189928
3365379402641	0.18996489
3365379402642	0.1899702
3365379402465	0.1899711
3365379402752	0.18997823
3365379402172	0.18999407
3365379402646	0.19004126
3365379402753	0.19004272
3365379405383	0.190455
3365379402508	0.19046916
3365379402651	0.1905109
3365379402471	0.19056374
3365379402652	0.19063875
3365379402472	0.19065075
3365379402654	0.19072384
3365379405384	0.1910739
3365379405385	0.19163948
3365379405386	0.19220157
3365379405387	0.19275744
3365379405388	0.19333401
3365379405389	0.19387719
3365379405390	0.19444607
3365379405391	0.19498825
3365379405392	0.19554433
3365379405393	0.19607826
3365379405394	0.1966332
3365379405395	0.19717436
3365379405396	0.19772163
3365379405397	0.19826844
3365379405398	0.19880767
3365379405399	0.19936569
3365379405400	0.1998928
3365379405401	0.20045038
3365379405402	0.20098123
3365379405403	0.20153733
3365379405404	0.20207655
3365379403348	0.20226198
3365379403443	0.20230985
3365379405405	0.20267281
3365379405406	0.20321283
3365379403277	0.20356391
3365379403603	0.20360227
3365379403655	0.20361109
3365379403474	0.20361255
3365379403355	0.20366517
3365379403656	0.203718
3365379403604	0.20376767
3365379403605	0.20381282
3365379403657	0.20386939
3365379405407	0.20387153
3365379403658	0.2039169
3365379405471	0.20406127
3365379405533	0.20410144
3365379405472	0.2046383
3365379405473	0.20519099
3365379405474	0.20574334
3365379405475	0.20630533
3365379405476	0.2068493
3365379405477	0.20741343
3365379405478	0.20794621
3365379405479	0.2085066
3365379405480	0.20904131
3365379405481	0.20959479
3365379405482	0.21013199
3365379405483	0.210684
3365379405484	0.21122517
3365379405485	0.21176586
3365379405486	0.21231641
3365379405487	0.21284194
