,access#,line_AVF_average,line_AVF_std
16355949853.0,64.0,0.022218749,0.010202907
16355949854.0,64.0,0.027295073,0.00014600082
16355949855.0,64.0,0.027800718,0.00014510378
16355949856.0,64.0,0.028343398,0.0001480883
16355949857.0,64.0,0.0288452,0.00014482887
16355949858.0,64.0,0.029351206,0.00014524994
16355949859.0,64.0,0.029857285,0.00014614088
16355949860.0,64.0,0.030358778,0.00014563678
16355949861.0,64.0,0.030857349,0.00014445749
16355949862.0,64.0,0.031363633,0.00014485061
16355949863.0,64.0,0.03187047,0.0001449476
16355949864.0,64.0,0.032371145,0.0001453307
16355949865.0,64.0,0.032877058,0.00014599544
16355949866.0,64.0,0.033383075,0.00014510189
16355949867.0,64.0,0.033889093,0.00014453626
16355949868.0,64.0,0.034388613,0.00014472131
16355949869.0,64.0,0.034894615,0.00014523623
16355949870.0,64.0,0.035400484,0.00014618802
16355949871.0,64.0,0.03590222,0.00014563858
16355949872.0,64.0,0.036425766,0.00014656903
16355949873.0,64.0,0.03796025,0.004071495
16355949842.0,64.0,0.0023248587,0.009075319
16355949874.0,64.0,0.03749856,0.00015287081
16355949875.0,64.0,0.03801916,0.00015040707
16355949876.0,64.0,0.038541507,0.0001502947
16355949877.0,64.0,0.039064292,0.00015149893
16355949878.0,64.0,0.03958898,0.00015008825
16355949879.0,64.0,0.040103707,0.00014867612
16355949880.0,64.0,0.040627323,0.00015043622
16355949881.0,64.0,0.04115157,0.00015008569
16355949882.0,64.0,0.041667525,0.00015055736
16355949883.0,64.0,0.04218929,0.00015118993
16355949884.0,64.0,0.042712927,0.00014916221
16355949885.0,64.0,0.04323492,0.00014992787
16355949886.0,64.0,0.043753743,0.0001505059
16355949887.0,64.0,0.04427655,0.0001502059
16355949888.0,64.0,0.044835802,0.00015519529
16355949889.0,64.0,0.045362733,0.00015007799
16355949890.0,64.0,0.045877438,0.00014873149
16355949891.0,64.0,0.046401337,0.00015042655
16355949892.0,64.0,0.046925582,0.00015007204
16355949893.0,64.0,0.047441415,0.00015055724
16355949894.0,64.0,0.04796325,0.00015129034
16355949895.0,64.0,0.04848747,0.00014916137
16355949896.0,64.0,0.049009666,0.00014999698
16355949897.0,64.0,0.04952848,0.00015040707
16355949898.0,64.0,0.050050825,0.00015029468
16355949899.0,64.0,0.05057361,0.00015149846
16355949900.0,64.0,0.0510983,0.00015008943
16355949901.0,64.0,0.051613025,0.00014867607
16355949902.0,64.0,0.052136645,0.00015043802
16355949903.0,64.0,0.052660886,0.00015008565
16355949904.0,64.0,0.053207602,0.00015358553
16355949905.0,64.0,0.06711376,0.0065830178
16355949906.0,64.0,0.05389548,0.00015290128
16355949907.0,64.0,0.054414537,0.00014987793
16355949908.0,64.0,0.054937452,0.00014926864
16355949909.0,64.0,0.055460814,0.00015087987
16355949910.0,64.0,0.05598148,0.00015105058
16355949911.0,64.0,0.056502968,0.00015036004
16355949912.0,64.0,0.05702719,0.00015015366
16355949913.0,64.0,0.057552055,0.00014972046
16355949914.0,64.0,0.058068667,0.00014995993
16355949915.0,64.0,0.058592733,0.00015162873
16355949916.0,64.0,0.05911612,0.00015060305
16355949917.0,64.0,0.05963866,0.00015040705
16355949918.0,64.0,0.060156282,0.00014987485
16355949919.0,64.0,0.0606792,0.00014926805
16355949920.0,64.0,0.061239395,0.0001544745
16355949921.0,64.0,0.061762042,0.00015092363
16355949922.0,64.0,0.062283266,0.00015030868
16355949923.0,64.0,0.0628074,0.00015015432
16355949924.0,64.0,0.06333205,0.0001494799
16355949925.0,64.0,0.06384828,0.00014993592
16355949926.0,64.0,0.06437229,0.00015162809
16355949927.0,64.0,0.06489576,0.00015068278
16355949928.0,64.0,0.065418296,0.0001502742
16355949929.0,64.0,0.065935716,0.00014987764
16355949930.0,64.0,0.066458635,0.00014926729
16355949931.0,64.0,0.06698199,0.0001508802
16355949932.0,64.0,0.06750266,0.00015105125
16355949933.0,64.0,0.06802415,0.00015036066
16355949934.0,64.0,0.068548374,0.00015015448
16355949935.0,64.0,0.06907324,0.00014972062
16355949936.0,64.0,0.06962061,0.00015298834
16355949937.0,64.0,0.08308833,0.006369979
16355949938.0,9.0,0.45810646,0.286569
16355949939.0,64.0,0.07074822,0.00014923752
16355949940.0,64.0,0.07125572,0.00014557077
16355949941.0,64.0,0.07175303,0.00014420261
16355949942.0,64.0,0.07225876,0.00014412914
16355949943.0,64.0,0.072764575,0.00014508878
16355949944.0,64.0,0.07326392,0.00014604878
16355949945.0,64.0,0.07376885,0.00014562423
16355949946.0,64.0,0.074273854,0.00014444979
16355949947.0,64.0,0.07477969,0.00014452242
16355949948.0,64.0,0.075278014,0.00014458246
16355949949.0,64.0,0.075783,0.0001448482
16355949950.0,64.0,0.07628859,0.00014549174
16355949951.0,64.0,0.076794,0.00014565111
16355949952.0,64.0,0.07732141,0.00014714204
16355949953.0,64.0,0.07782912,0.00014418551
16355949954.0,64.0,0.07833468,0.00014500319
16355949955.0,64.0,0.07883407,0.0001460199
16355949956.0,64.0,0.07933903,0.00014573356
16355949957.0,64.0,0.07984409,0.0001443901
16355949958.0,64.0,0.08034977,0.00014457799
16355949959.0,64.0,0.08084826,0.00014465273
16355949960.0,64.0,0.08135329,0.00014470397
16355949961.0,64.0,0.081858896,0.00014562749
16355949962.0,64.0,0.082364276,0.00014558056
16355949963.0,64.0,0.08286197,0.00014428505
16355949964.0,64.0,0.08336764,0.00014411144
16355949965.0,64.0,0.08387328,0.00014504617
16355949966.0,64.0,0.084372595,0.00014602931
16355949967.0,64.0,0.08487749,0.00014567183
16355949968.0,64.0,0.085413136,0.00014771408
16355949969.0,64.0,0.09465705,0.008140676
16355949970.0,64.0,0.08662375,0.00014906022
16355949971.0,64.0,0.08712665,0.0001456738
16355949972.0,64.0,0.08763213,0.00014594082
16355949973.0,64.0,0.08813824,0.0001450403
16355949974.0,64.0,0.08864422,0.0001444244
16355949975.0,64.0,0.08914343,0.00014487315
16355949976.0,64.0,0.08964995,0.00014545557
16355949977.0,64.0,0.09015582,0.00014549955
16355949978.0,64.0,0.090661265,0.00014587643
16355949979.0,64.0,0.09116675,0.0001445854
16355949980.0,64.0,0.09167242,0.00014446715
16355949981.0,64.0,0.09217928,0.00014534424
16355949982.0,64.0,0.092679895,0.00014569964
16355949983.0,64.0,0.09318546,0.00014591776
16355949984.0,64.0,0.093722306,0.00014840243
16355949985.0,64.0,0.09423037,0.00014442416
16355949986.0,64.0,0.094729595,0.00014490607
16355949987.0,64.0,0.09523622,0.00014534769
16355949988.0,64.0,0.09574171,0.00014563822
16355949989.0,64.0,0.096247345,0.00014587662
16355949990.0,64.0,0.096752845,0.00014460944
16355949991.0,64.0,0.0972586,0.0001444141
16355949992.0,64.0,0.097765245,0.000145355
16355949993.0,64.0,0.098265894,0.00014567425
16355949994.0,64.0,0.098771416,0.0001459545
16355949995.0,64.0,0.09927754,0.00014504138
16355949996.0,64.0,0.099783525,0.00014442447
16355949997.0,64.0,0.100282736,0.0001448725
16355949998.0,64.0,0.10078926,0.00014545541
16355949999.0,64.0,0.101295255,0.00014563811
16355950000.0,64.0,0.11084047,0.008393448
34094639344.0,2.0,0.15065882,0.06904321
16355950001.0,64.0,0.102448426,0.000154059
16355950002.0,64.0,0.10297557,0.00014970903
16355950003.0,64.0,0.10349774,0.00014900012
16355950004.0,64.0,0.10401544,0.0001508094
16355950005.0,64.0,0.104540005,0.00015089172
16355950006.0,64.0,0.10506123,0.00015019765
16355950007.0,64.0,0.10558567,0.00015057065
16355950008.0,64.0,0.10610237,0.00014885477
16355950009.0,64.0,0.10662398,0.00014994867
16355950010.0,64.0,0.1071491,0.00015128445
16355950011.0,64.0,0.10766686,0.0001504684
16355950012.0,64.0,0.1081882,0.0001511024
16355950013.0,64.0,0.1087134,0.00014965367
16355950014.0,64.0,0.10923548,0.00014897186
16355950015.0,64.0,0.10975327,0.00015088997
16355950016.0,64.0,0.110308565,0.00015340743
16355950017.0,64.0,0.1108313,0.0001502506
16355950018.0,64.0,0.111355744,0.00015054314
16355950019.0,64.0,0.11187265,0.00014901986
16355950020.0,64.0,0.11239436,0.00014992336
16355950021.0,64.0,0.11291951,0.00015131195
16355950022.0,64.0,0.11343729,0.00015046835
16355950023.0,64.0,0.113958985,0.0001513509
16355950024.0,64.0,0.1144845,0.0001497099
16355950025.0,64.0,0.11500667,0.00014899977
16355950026.0,64.0,0.115524374,0.00015080845
16355950027.0,64.0,0.11604893,0.00015089259
16355950028.0,64.0,0.11657016,0.00015019735
16355950029.0,64.0,0.117094606,0.0001505704
16355950030.0,64.0,0.117611304,0.00014885572
16355950031.0,64.0,0.12302242,0.0077041388
16355950032.0,64.0,0.11886198,0.00015395568
16355950033.0,64.0,0.11938783,0.00015091221
16355950034.0,64.0,0.119910315,0.00014942656
16355950035.0,64.0,0.12042734,0.00014976549
16355950036.0,64.0,0.12095184,0.00014987896
16355950037.0,64.0,0.12147464,0.00015077552
16355950038.0,64.0,0.12199293,0.00015153296
16355950039.0,64.0,0.12250959,0.00014977397
16355950040.0,64.0,0.12303226,0.00014971782
16355950041.0,64.0,0.12355769,0.00015046369
16355950042.0,64.0,0.12407467,0.00014974887
16355950043.0,64.0,0.1245976,0.00015123757
16355950044.0,64.0,0.1251216,0.00015086673
16355950045.0,64.0,0.12564388,0.00014926044
16355950046.0,64.0,0.12616089,0.00014984433
16355950047.0,64.0,0.12668544,0.00014987966
16355950048.0,64.0,0.12724479,0.00015437885
16355950049.0,64.0,0.12776504,0.0001514636
16355950050.0,64.0,0.12828161,0.0001497612
16355950051.0,64.0,0.1288046,0.00014980015
16355950052.0,64.0,0.12932958,0.0001503398
16355950053.0,64.0,0.12984648,0.00014974092
16355950054.0,64.0,0.13036935,0.00015122493
16355950055.0,64.0,0.13089356,0.00015091308
16355950056.0,64.0,0.13141605,0.0001494257
16355950057.0,64.0,0.13193306,0.00014977134
16355950058.0,64.0,0.13245757,0.00014987911
16355950059.0,64.0,0.13298038,0.000150774
16355950060.0,64.0,0.13349867,0.00015153331
16355950061.0,64.0,0.13401532,0.00014977678
16355950062.0,64.0,0.13927573,0.0074674953
34094639346.0,2.0,0.15060805,0.022519575
34094639345.0,7.0,0.4609408,0.24373916
16355950063.0,64.0,0.1351589,0.00014783216
16355950064.0,64.0,0.13569082,0.00014734142
16355950065.0,64.0,0.1361981,0.00014563602
16355950066.0,64.0,0.13670248,0.00014601168
16355950067.0,64.0,0.1372075,0.00014505003
16355950068.0,64.0,0.13771194,0.00014411127
16355950069.0,64.0,0.13821702,0.00014474748
16355950070.0,64.0,0.1387222,0.00014514232
16355950071.0,64.0,0.13922192,0.00014500183
16355950072.0,64.0,0.13972695,0.00014522501
16355950073.0,64.0,0.14023237,0.00014472175
16355950074.0,64.0,0.14073747,0.00014411009
