page	line_AVF
4034319.0	0.8730614
4034320.0	0.8734758
4034321.0	0.87382835
4034322.0	0.87420666
4034323.0	0.8745276
4034324.0	0.87487984
4034325.0	0.8752051
4034326.0	0.8755676
4034327.0	0.8759359
1518296732.0	0.5209414
1518296733.0	0.5214095
1518296734.0	0.5219109
1518296735.0	0.52238506
1518296736.0	0.5228512
1518296737.0	0.5233564
1518296738.0	0.52389145
1518296739.0	0.5243366
1518296740.0	0.5246994
1518296741.0	0.5251123
1518296742.0	0.52545655
1518296743.0	0.52584374
1518296744.0	0.526255
1518296745.0	0.52667654
1518296746.0	0.52702075
1518296747.0	0.52743125
1518296748.0	0.5278124
1518296749.0	0.528266
1518296750.0	0.528743
1518296751.0	0.52911127
1518296752.0	0.52955425
1518296753.0	0.53003174
1518296754.0	0.53043807
1518296755.0	0.5308391
1518296756.0	0.53129995
1518296757.0	0.53169507
1518296758.0	0.5321486
1518296759.0	0.5324924
1518296760.0	0.53289795
1518296761.0	0.5333726
1518296762.0	0.53375524
1518296763.0	0.5341832
1518296764.0	0.53449976
1518296765.0	0.55205
1518296766.0	0.5621976
1518296767.0	0.56271034
1518296768.0	0.56270707
1518296769.0	0.5628654
1518296770.0	0.56298834
1518296771.0	0.5631532
1518296772.0	0.56332177
1518296773.0	0.56355673
1518296774.0	0.56380826
1518296775.0	0.56407696
1518296776.0	0.56433904
1518296777.0	0.5645903
1518296778.0	0.56478363
1518296779.0	0.5650141
1518296780.0	0.5652853
1518296781.0	0.5656344
1518296782.0	0.5659755
1518296783.0	0.5663356
1518296784.0	0.5667513
1518296785.0	0.5670523
1518296786.0	0.56738186
1518296787.0	0.5676942
1518296788.0	0.5679971
1518296789.0	0.5682859
1518296790.0	0.568569
1518296791.0	0.56885463
1518296792.0	0.56916404
1518296793.0	0.56941974
1518296794.0	0.569701
1518296795.0	0.56996316
1518296796.0	0.57027704
1518296797.0	0.5705215
1518296798.0	0.5708091
1518296799.0	0.5711658
1518296800.0	0.57144135
1518296801.0	0.5717728
1518296802.0	0.5722234
1518296803.0	0.57272387
1518296804.0	0.5731821
1518296805.0	0.57369375
1518296806.0	0.5742321
1518296807.0	0.57473993
1518296808.0	0.5751534
1518296809.0	0.5755771
1518296810.0	0.57605106
1518296811.0	0.5764587
1518296812.0	0.57679546
1518296813.0	0.5772624
1518296814.0	0.57757086
1518296815.0	0.57798916
1518296816.0	0.57838815
1518296817.0	0.5787945
1518296818.0	0.57912874
1518296819.0	0.57948816
1518296820.0	0.57985294
1518296821.0	0.58024794
1518296822.0	0.5807116
1518296823.0	0.58105457
1518296824.0	0.5814225
1518296825.0	0.58193016
1518296826.0	0.58238757
1518296827.0	0.582778
1518296828.0	0.58323544
1518296829.0	0.5836463
1518296830.0	0.58405775
1518296831.0	0.5845237
1518296832.0	0.58488345
1518296833.0	0.5853551
1518296834.0	0.5857332
1518296835.0	0.58609736
1518296836.0	0.58644277
1518296837.0	0.59442925
1518296838.0	0.61117685
1518296839.0	0.61156964
1518296840.0	0.6117812
1518296841.0	0.6119038
1518296842.0	0.6120742
1518296843.0	0.6122483
1518296844.0	0.61247516
1518296845.0	0.61272496
1518296846.0	0.61295706
1518296847.0	0.61322397
1518296848.0	0.61345863
1518296849.0	0.61364996
1518296850.0	0.6139182
1518296851.0	0.6141756
1518296852.0	0.6144082
1518296853.0	0.61473787
1518296854.0	0.615091
1518296855.0	0.6154223
1518296856.0	0.61578286
1518296857.0	0.6160932
1518296858.0	0.61640793
1518296859.0	0.6166806
1518296860.0	0.6169397
1518296861.0	0.61725587
1518296862.0	0.6174889
1518296863.0	0.61778873
1518296864.0	0.61806935
1518296865.0	0.618368
1518296866.0	0.6186487
1518296867.0	0.61897236
1518296868.0	0.61932313
1518296869.0	0.619617
1518296870.0	0.6198688
1518296871.0	0.6201515
1518296872.0	0.62049955
1518296873.0	0.62098604
1518296874.0	0.62149787
1518296875.0	0.6220364
1518296876.0	0.62246174
1518296877.0	0.62292975
1518296878.0	0.62340707
1518296879.0	0.6239146
1518296880.0	0.624393
1518296881.0	0.6248232
1518296882.0	0.62523854
1518296883.0	0.62555325
1518296884.0	0.6259521
1518296885.0	0.6263357
1518296886.0	0.6267184
1518296887.0	0.62714267
1518296888.0	0.62752396
1518296889.0	0.6278657
1518296890.0	0.6281862
1518296891.0	0.6285684
1518296892.0	0.6289245
1518296893.0	0.629395
1518296894.0	0.62984407
1518296895.0	0.6302341
1518296896.0	0.63071126
1518296897.0	0.6312157
1518296898.0	0.63165855
1518296899.0	0.6321071
1518296900.0	0.63257194
1518296901.0	0.6329592
1518296902.0	0.6334261
1518296903.0	0.6337636
1518296904.0	0.6342595
1518296905.0	0.6347409
1518296906.0	0.635125
1518296907.0	0.6355401
1518296908.0	0.6358326
1518296909.0	0.66069454
1518296910.0	0.660999
1518296911.0	0.6612692
1518296912.0	0.6613819
1518296913.0	0.66150516
1518296914.0	0.66166794
1518296915.0	0.6619003
1518296916.0	0.6621384
1518296917.0	0.8098281
1518296918.0	0.66239196
1518296919.0	0.6626357
1518296920.0	0.662898
1518296921.0	0.66311693
1518296922.0	0.66334844
1518296923.0	0.6636026
1518296924.0	0.66389436
1518296925.0	0.66420126
1518296926.0	0.66457134
1518296927.0	0.6649263
1518296928.0	0.6653367
1518296929.0	0.6656242
1518296930.0	0.6659138
1518296931.0	0.66619503
1518296932.0	0.666504
1518296933.0	0.666821
1518296934.0	0.6671015
1518296935.0	0.6673643
1518296936.0	0.66759217
1518296937.0	0.6678795
1518296938.0	0.66817665
1518296939.0	0.66851765
1518296940.0	0.66890574
1518296941.0	0.66922194
1518296942.0	0.6695097
1518296943.0	0.66982776
1518296944.0	0.67012304
1518296945.0	0.67047787
1518296946.0	0.67093855
1518296947.0	0.67147285
1518296948.0	0.6719475
1518296949.0	0.67239267
1518296950.0	0.67284083
1518296951.0	0.67336714
1518296952.0	0.6737676
1518296953.0	0.6742533
1518296954.0	0.67471087
1518296955.0	0.67506945
1518296956.0	0.6754211
1518296957.0	0.6758734
1518296958.0	0.6762201
1518296959.0	0.6766379
1518296960.0	0.67708313
1518296961.0	0.6775113
1518296962.0	0.67785007
1518296963.0	0.67824113
1518296964.0	0.6786417
1518296965.0	0.6790786
1518296966.0	0.679541
1518296967.0	0.67994636
1518296968.0	0.6803382
1518296969.0	0.6808043
1518296970.0	0.6811936
1518296971.0	0.68158317
1518296972.0	0.68199486
1518296973.0	0.68237656
1518296974.0	0.6828231
1518296975.0	0.68322957
1518296976.0	0.6836623
1518296977.0	0.6841395
1518296978.0	0.68449306
1518296979.0	0.684884
1518296980.0	0.6852004
1518296981.0	0.7021653
1518296982.0	0.70950043
1518296983.0	0.71007276
1518296984.0	0.7102476
1518296985.0	0.71039265
1518296986.0	0.7105972
1518296987.0	0.7107993
1518296988.0	0.7110409
1518296989.0	0.7112489
1518296990.0	0.711539
1518296991.0	0.7118515
1518296992.0	0.7120457
1518296993.0	0.7122368
1518296994.0	0.71253127
1518296995.0	0.71278685
1518296996.0	0.71304876
1518296997.0	0.7133548
1518296998.0	0.71373576
1518296999.0	0.7141652
1518297000.0	0.7144247
1518297001.0	0.7147187
1518297002.0	0.71497965
1518297003.0	0.71524525
1518297004.0	0.71555334
1518297005.0	0.7158624
1518297006.0	0.7161187
1518297007.0	0.7164004
1518297008.0	0.7166476
1518297009.0	0.7169319
1518297010.0	0.7171615
1518297011.0	0.71748513
1518297012.0	0.71781284
1518297013.0	0.7180871
1518297014.0	0.7184279
1518297015.0	0.71868485
1518297016.0	0.7190651
1518297017.0	0.7195039
1518297018.0	0.7200439
1518297019.0	0.72058576
1518297020.0	0.7210329
1518297021.0	0.72149813
1518297022.0	0.7219095
1518297023.0	0.7223623
1518297024.0	0.7228422
1518297025.0	0.7232979
1518297026.0	0.72369313
1518297027.0	0.72400343
1518297028.0	0.7243645
1518297029.0	0.7246767
1518297030.0	0.7250854
1518297031.0	0.72553843
1518297032.0	0.72593045
1518297033.0	0.72628826
1518297034.0	0.7266877
1518297035.0	0.7270052
1518297036.0	0.7273809
1518297037.0	0.72774726
1518297038.0	0.7280902
1518297039.0	0.7284744
1518297040.0	0.7289859
1518297041.0	0.7294381
1518297042.0	0.7298262
1518297043.0	0.7302764
1518297044.0	0.7307075
1518297045.0	0.7311118
1518297046.0	0.7315522
1518297047.0	0.73191607
1518297048.0	0.7323807
1518297049.0	0.7327667
1518297050.0	0.7331261
1518297051.0	0.7334457
1518297052.0	0.7432131
1518297053.0	0.75881463
1518297054.0	0.7592287
1518297055.0	0.7594227
1518297056.0	0.75954944
1518297057.0	0.7597201
1518297058.0	0.75991434
1518297059.0	0.7601502
1518297060.0	0.7603843
1518297061.0	0.7606699
1518297062.0	0.7609297
1518297063.0	0.7611506
1518297064.0	0.76134884
1518297065.0	0.7615962
1518297066.0	0.76183444
1518297067.0	0.76208854
1518297068.0	0.7624445
1518297069.0	0.7627977
1518297070.0	0.76316607
1518297071.0	0.76346326
1518297072.0	0.7637668
1518297073.0	0.7640713
1518297074.0	0.7643467
1518297075.0	0.7646387
1518297076.0	0.7649566
1518297077.0	0.7652609
1518297078.0	0.7655526
1518297079.0	0.7657888
1518297080.0	0.766091
1518297081.0	0.7664252
1518297082.0	0.766714
1518297083.0	0.76704
1518297084.0	0.7673467
1518297085.0	0.7676322
1518297086.0	0.7679167
1518297087.0	0.7683222
1518297088.0	0.7688083
1518297089.0	0.769302
